age;job;marital;education;default;housing;loan;poutcome
52;blue-collar;single;unknown;no;yes;no;unknown
38;technician;single;secondary;no;yes;no;unknown
37;self-employed;married;secondary;no;yes;no;unknown
40;management;married;tertiary;no;yes;no;unknown
46;blue-collar;single;secondary;no;yes;no;unknown
38;unemployed;divorced;secondary;no;yes;no;unknown
56;admin.;married;secondary;no;yes;yes;unknown
55;admin.;married;secondary;no;yes;no;unknown
40;blue-collar;married;primary;no;no;no;unknown
51;management;single;tertiary;no;yes;no;unknown
33;management;divorced;tertiary;no;yes;no;unknown
45;technician;single;secondary;no;yes;no;unknown
55;technician;divorced;tertiary;no;yes;no;unknown
31;unemployed;divorced;primary;no;yes;no;unknown
42;blue-collar;married;secondary;no;yes;no;unknown
39;blue-collar;married;unknown;no;yes;no;unknown
35;blue-collar;married;primary;no;yes;no;unknown
32;self-employed;married;secondary;no;yes;no;unknown
27;blue-collar;single;secondary;no;yes;no;unknown
29;management;single;tertiary;no;yes;no;unknown
31;blue-collar;married;secondary;no;yes;no;unknown
36;blue-collar;married;secondary;no;yes;no;unknown
22;blue-collar;single;secondary;no;yes;no;unknown
53;entrepreneur;single;secondary;no;yes;no;unknown
37;admin.;married;secondary;no;yes;no;unknown
52;technician;divorced;secondary;no;yes;no;unknown
52;management;divorced;tertiary;no;yes;no;unknown
49;services;married;secondary;no;yes;yes;unknown
35;technician;single;secondary;no;yes;no;unknown
27;blue-collar;single;primary;no;yes;no;unknown
48;management;married;tertiary;no;yes;yes;unknown
39;blue-collar;married;secondary;no;yes;no;unknown
32;admin.;married;secondary;no;yes;yes;unknown
51;blue-collar;married;primary;no;yes;yes;unknown
47;blue-collar;married;primary;no;no;yes;unknown
59;management;single;tertiary;no;yes;no;unknown
41;blue-collar;married;primary;no;yes;no;unknown
50;blue-collar;married;secondary;no;yes;no;unknown
55;management;married;tertiary;no;yes;no;unknown
26;housemaid;single;secondary;no;yes;no;unknown
53;blue-collar;married;secondary;no;yes;yes;unknown
36;management;married;tertiary;no;yes;no;unknown
54;blue-collar;married;secondary;no;yes;no;unknown
39;management;married;tertiary;no;yes;yes;unknown
40;blue-collar;married;primary;no;yes;no;unknown
36;management;married;secondary;no;yes;no;unknown
32;admin.;divorced;secondary;no;no;no;unknown
37;technician;single;secondary;no;yes;no;unknown
54;blue-collar;married;secondary;no;yes;yes;unknown
34;blue-collar;married;primary;no;yes;no;unknown
27;blue-collar;married;primary;no;yes;no;unknown
35;blue-collar;single;tertiary;no;no;no;unknown
37;admin.;divorced;secondary;no;yes;no;unknown
41;blue-collar;single;secondary;no;yes;no;unknown
38;self-employed;married;secondary;no;no;no;unknown
49;technician;married;secondary;no;yes;no;unknown
59;management;married;primary;no;yes;no;unknown
44;services;married;secondary;no;yes;no;unknown
37;management;married;tertiary;no;yes;no;unknown
34;blue-collar;married;primary;no;yes;no;unknown
58;retired;married;secondary;no;yes;no;unknown
39;blue-collar;married;secondary;no;yes;no;unknown
40;technician;married;secondary;no;yes;no;unknown
33;technician;single;secondary;no;yes;no;unknown
43;admin.;divorced;secondary;no;yes;no;unknown
43;entrepreneur;married;secondary;no;yes;yes;unknown
36;management;single;tertiary;yes;yes;no;unknown
31;admin.;single;secondary;no;yes;no;unknown
41;services;married;secondary;no;yes;yes;unknown
47;services;married;primary;no;no;yes;unknown
39;management;married;tertiary;no;yes;yes;unknown
56;blue-collar;married;primary;no;yes;no;unknown
50;management;married;tertiary;no;yes;no;unknown
42;admin.;single;tertiary;no;yes;no;unknown
48;services;married;primary;yes;yes;no;unknown
29;technician;married;secondary;no;yes;no;unknown
37;blue-collar;married;primary;no;yes;no;unknown
31;technician;single;tertiary;no;yes;no;unknown
50;blue-collar;divorced;secondary;no;yes;no;unknown
36;management;married;tertiary;no;yes;no;unknown
27;blue-collar;single;secondary;no;yes;no;unknown
55;technician;single;secondary;no;yes;no;unknown
39;management;divorced;tertiary;no;yes;yes;unknown
48;admin.;divorced;secondary;no;yes;no;unknown
49;technician;divorced;secondary;yes;yes;yes;unknown
30;management;single;secondary;no;yes;yes;unknown
53;blue-collar;married;primary;no;yes;no;unknown
31;technician;single;tertiary;no;yes;no;unknown
43;admin.;divorced;secondary;no;yes;no;unknown
43;management;single;secondary;no;yes;no;unknown
48;blue-collar;divorced;primary;no;no;no;unknown
44;entrepreneur;married;tertiary;no;yes;no;unknown
39;technician;married;secondary;no;yes;no;unknown
29;entrepreneur;married;secondary;no;yes;no;unknown
46;blue-collar;married;primary;no;yes;no;unknown
39;management;married;tertiary;no;yes;no;unknown
53;blue-collar;married;primary;no;yes;no;unknown
40;admin.;single;secondary;no;yes;no;unknown
52;blue-collar;married;secondary;no;no;no;unknown
48;management;divorced;tertiary;no;yes;no;unknown
50;management;married;secondary;no;no;yes;unknown
49;self-employed;married;secondary;no;yes;no;unknown
34;blue-collar;married;secondary;no;yes;yes;unknown
33;technician;single;secondary;no;yes;no;unknown
39;management;married;tertiary;no;yes;no;unknown
49;entrepreneur;married;tertiary;no;yes;no;unknown
40;blue-collar;married;primary;no;yes;no;unknown
38;technician;single;secondary;no;yes;no;unknown
24;management;single;secondary;no;no;no;unknown
39;blue-collar;single;secondary;no;yes;yes;unknown
32;blue-collar;married;secondary;no;yes;no;unknown
39;management;married;tertiary;no;yes;no;unknown
31;blue-collar;married;secondary;no;yes;no;unknown
34;admin.;married;primary;no;yes;no;unknown
36;services;married;secondary;no;yes;no;unknown
46;blue-collar;married;secondary;no;yes;no;unknown
59;retired;divorced;tertiary;no;yes;no;unknown
32;management;single;secondary;no;yes;no;unknown
41;blue-collar;married;primary;no;yes;yes;unknown
31;blue-collar;married;secondary;no;yes;no;unknown
31;blue-collar;married;secondary;no;yes;no;unknown
32;management;single;unknown;no;yes;no;unknown
38;blue-collar;single;secondary;no;yes;no;unknown
36;self-employed;single;tertiary;no;no;no;unknown
45;technician;divorced;secondary;no;yes;no;unknown
35;admin.;married;secondary;no;yes;no;unknown
35;services;divorced;secondary;no;yes;no;unknown
44;services;married;secondary;no;yes;no;unknown
39;admin.;single;secondary;no;yes;no;unknown
36;blue-collar;married;primary;no;yes;no;unknown
34;technician;married;tertiary;no;yes;yes;unknown
36;services;married;primary;no;yes;no;unknown
38;entrepreneur;married;secondary;no;yes;no;unknown
45;services;married;secondary;no;yes;no;unknown
29;management;single;tertiary;no;yes;no;unknown
39;services;divorced;secondary;no;yes;no;unknown
32;services;married;secondary;no;yes;no;unknown
35;housemaid;single;tertiary;no;yes;yes;unknown
51;admin.;married;secondary;no;yes;no;unknown
35;blue-collar;married;secondary;no;yes;no;unknown
57;retired;married;primary;yes;yes;no;unknown
32;technician;married;secondary;no;no;no;unknown
34;admin.;married;secondary;no;yes;no;unknown
32;entrepreneur;married;primary;no;no;no;unknown
33;technician;single;secondary;no;yes;yes;unknown
38;blue-collar;married;primary;no;yes;no;unknown
37;services;married;secondary;no;yes;no;unknown
31;unemployed;single;secondary;no;yes;no;unknown
55;retired;married;secondary;no;no;no;unknown
33;blue-collar;single;secondary;no;yes;no;unknown
31;blue-collar;single;primary;no;yes;no;unknown
39;blue-collar;married;primary;no;yes;no;unknown
31;blue-collar;married;primary;no;yes;yes;unknown
42;technician;married;secondary;no;yes;no;unknown
28;admin.;single;secondary;no;yes;no;unknown
30;management;married;tertiary;no;yes;no;unknown
33;management;divorced;secondary;no;yes;yes;unknown
50;blue-collar;married;secondary;no;yes;no;unknown
36;blue-collar;married;primary;no;yes;no;unknown
32;management;single;tertiary;no;yes;no;unknown
36;technician;single;secondary;no;yes;no;unknown
31;blue-collar;married;secondary;no;yes;no;unknown
33;services;married;secondary;no;yes;no;unknown
35;management;married;secondary;no;yes;no;unknown
29;technician;married;secondary;no;yes;yes;unknown
35;blue-collar;married;secondary;no;yes;yes;unknown
27;self-employed;single;tertiary;no;yes;yes;unknown
31;blue-collar;married;secondary;no;no;no;unknown
32;management;single;tertiary;no;yes;no;unknown
44;entrepreneur;divorced;secondary;no;yes;no;unknown
30;blue-collar;married;secondary;no;yes;yes;unknown
35;technician;single;tertiary;no;yes;yes;unknown
38;blue-collar;single;primary;no;yes;no;unknown
38;blue-collar;married;primary;no;no;no;unknown
37;unemployed;single;secondary;no;yes;no;unknown
39;management;single;tertiary;no;yes;no;unknown
38;management;single;tertiary;no;yes;no;unknown
36;blue-collar;married;secondary;no;yes;no;unknown
51;management;divorced;tertiary;no;no;no;unknown
32;technician;married;secondary;no;yes;no;unknown
32;blue-collar;single;primary;no;yes;no;unknown
35;services;married;secondary;no;yes;no;unknown
31;entrepreneur;single;tertiary;no;yes;yes;unknown
31;admin.;single;tertiary;no;yes;yes;unknown
31;blue-collar;single;secondary;no;yes;no;unknown
30;blue-collar;married;primary;no;yes;no;unknown
33;management;married;tertiary;no;yes;no;unknown
31;management;single;tertiary;no;yes;yes;unknown
34;blue-collar;married;primary;no;yes;no;unknown
37;blue-collar;married;primary;no;yes;no;unknown
31;admin.;married;secondary;no;yes;no;unknown
30;technician;single;secondary;no;yes;no;unknown
37;blue-collar;married;primary;no;yes;no;unknown
35;services;married;secondary;no;yes;yes;unknown
33;blue-collar;married;secondary;no;yes;no;unknown
33;blue-collar;married;primary;no;yes;no;unknown
31;blue-collar;single;secondary;no;yes;yes;unknown
30;self-employed;single;tertiary;no;yes;no;unknown
37;technician;married;secondary;no;yes;yes;unknown
35;management;single;tertiary;no;yes;no;unknown
33;technician;single;secondary;no;yes;yes;unknown
41;blue-collar;married;secondary;no;yes;no;unknown
46;services;married;secondary;no;yes;no;unknown
34;management;single;tertiary;no;yes;no;unknown
38;blue-collar;married;secondary;no;yes;no;unknown
41;services;married;secondary;no;yes;no;unknown
30;blue-collar;married;secondary;no;yes;yes;unknown
60;self-employed;single;secondary;no;yes;no;unknown
33;management;divorced;tertiary;no;yes;no;unknown
55;blue-collar;single;primary;no;yes;no;unknown
32;technician;married;secondary;no;yes;no;unknown
31;technician;married;tertiary;no;no;no;unknown
34;self-employed;single;tertiary;no;yes;no;unknown
37;blue-collar;married;secondary;no;yes;no;unknown
35;admin.;married;secondary;no;yes;yes;unknown
40;technician;married;secondary;yes;yes;no;unknown
32;technician;single;tertiary;no;yes;no;unknown
60;retired;divorced;tertiary;no;yes;no;unknown
31;management;single;tertiary;no;yes;yes;unknown
33;services;married;secondary;no;yes;no;unknown
37;blue-collar;single;secondary;no;yes;no;unknown
56;retired;married;secondary;no;yes;no;unknown
29;admin.;single;secondary;no;yes;no;unknown
42;blue-collar;married;secondary;no;no;no;unknown
32;technician;divorced;secondary;no;yes;no;unknown
61;retired;married;primary;no;yes;yes;unknown
42;blue-collar;married;secondary;no;yes;yes;unknown
40;services;married;secondary;no;yes;no;unknown
31;technician;single;tertiary;no;yes;no;unknown
34;blue-collar;married;secondary;no;yes;yes;unknown
30;admin.;married;secondary;no;yes;no;unknown
34;self-employed;married;primary;no;yes;no;unknown
35;blue-collar;married;secondary;no;yes;no;unknown
27;services;single;secondary;no;yes;yes;unknown
53;self-employed;married;tertiary;no;yes;no;unknown
29;admin.;single;secondary;no;yes;no;unknown
36;management;single;tertiary;no;yes;no;unknown
26;blue-collar;single;secondary;no;yes;no;unknown
35;management;married;tertiary;no;yes;no;unknown
33;blue-collar;single;secondary;no;yes;no;unknown
44;admin.;married;secondary;no;yes;yes;unknown
34;blue-collar;divorced;secondary;no;yes;no;unknown
30;student;single;unknown;no;no;no;unknown
60;entrepreneur;married;secondary;no;yes;no;unknown
32;housemaid;married;tertiary;no;yes;no;unknown
59;admin.;divorced;secondary;no;yes;no;unknown
40;blue-collar;married;primary;no;yes;no;unknown
34;technician;single;secondary;no;yes;no;unknown
31;admin.;married;secondary;no;yes;no;unknown
52;management;married;secondary;no;yes;no;unknown
52;admin.;married;secondary;no;yes;yes;unknown
44;technician;married;secondary;no;no;no;unknown
39;management;married;tertiary;no;yes;no;unknown
34;admin.;married;secondary;no;yes;no;unknown
50;technician;married;secondary;no;yes;no;unknown
26;services;single;secondary;no;yes;no;unknown
35;technician;married;secondary;no;yes;no;unknown
35;management;married;tertiary;no;yes;no;unknown
35;blue-collar;married;secondary;no;yes;no;unknown
35;blue-collar;single;secondary;no;yes;no;unknown
36;blue-collar;divorced;primary;no;yes;no;unknown
40;management;married;tertiary;no;yes;no;unknown
24;blue-collar;single;primary;no;yes;no;unknown
25;services;single;secondary;no;yes;no;unknown
30;blue-collar;single;secondary;no;yes;no;unknown
31;blue-collar;married;secondary;no;no;no;unknown
52;blue-collar;married;secondary;no;yes;no;unknown
34;management;married;tertiary;no;yes;no;unknown
50;technician;married;secondary;no;yes;no;unknown
38;blue-collar;single;secondary;no;yes;no;unknown
34;unemployed;divorced;tertiary;yes;yes;no;unknown
30;technician;single;tertiary;no;no;no;unknown
30;technician;married;secondary;no;yes;no;unknown
34;services;married;secondary;no;yes;no;unknown
37;services;married;secondary;no;yes;no;unknown
54;blue-collar;divorced;primary;no;yes;no;unknown
35;blue-collar;married;secondary;no;yes;no;unknown
36;technician;divorced;secondary;no;yes;no;unknown
26;technician;married;secondary;no;yes;no;unknown
34;blue-collar;married;secondary;no;yes;no;unknown
43;admin.;married;secondary;no;yes;no;unknown
52;management;married;tertiary;no;yes;no;unknown
35;management;single;tertiary;no;yes;no;unknown
30;blue-collar;single;secondary;no;yes;no;unknown
41;blue-collar;married;secondary;no;yes;no;unknown
34;technician;single;secondary;yes;no;no;unknown
43;blue-collar;single;primary;no;yes;yes;unknown
29;blue-collar;single;secondary;no;yes;yes;unknown
47;management;divorced;secondary;no;yes;no;unknown
39;technician;single;secondary;no;yes;no;unknown
39;blue-collar;married;primary;no;yes;no;unknown
48;admin.;married;secondary;no;yes;no;unknown
31;blue-collar;married;secondary;no;yes;no;unknown
57;retired;married;secondary;no;yes;no;unknown
50;management;divorced;tertiary;no;yes;no;unknown
34;blue-collar;divorced;secondary;no;yes;no;unknown
34;services;single;secondary;no;yes;no;unknown
36;entrepreneur;married;tertiary;no;no;no;unknown
38;management;married;tertiary;no;yes;no;unknown
32;technician;married;secondary;no;yes;no;unknown
53;retired;married;secondary;no;no;yes;unknown
